,index,name,link,price,closest_town,region,total_len,easy_len,intermediate_len,difficult_len,geometry,state,website
244,83,White Pass,https://www.skiresort.info/ski-resort/white-pass/,69.0,Naches,Washington State,30.0,10.0,12.0,8.0,"{-121.39544592317077,46.62228122195126}",Washington,http://www.skiwhitepass.com
245,85,Powderhorn,https://www.skiresort.info/ski-resort/powderhorn/,79.0,Mesa,Colorado,38.0,5.0,15.0,18.0,"{-90.05136999999999,46.48117}",Michigan,https://bigpowderhorn.net/
246,86,Gunstock,https://www.skiresort.info/ski-resort/gunstock/,92.0,Gilford,New Hampshire,40.0,5.0,25.0,10.0,"{-71.36976242065397,43.53734939718901}",New Hampshire,Unknown
247,88,China Peak,https://www.skiresort.info/ski-resort/china-peak/,104.0,Clovis,California,50.0,20.0,17.0,13.0,"{-119.15626061153081,37.22744420103841}",Unknown,http://www.skichinapeak.com/
248,92,Great Divide,https://www.skiresort.info/ski-resort/great-divide/,48.0,Marysville,Montana,50.0,10.0,20.0,20.0,"{-112.32165109333332,46.75408026666666}",Montana,Unknown
249,93,Dodge Ridge,https://www.skiresort.info/ski-resort/dodge-ridge/,78.0,Sonora,California,50.0,10.0,20.0,20.0,"{-119.93890563773091,38.18980313637507}",Unknown,http://www.dodgeridge.com
250,95,Attitash Mountain Resort,https://www.skiresort.info/ski-resort/attitash-mountain-resort/,94.0,North Conway,New Hampshire,37.0,7.4,17.4,12.2,,,
251,96,Mt. Sunapee,https://www.skiresort.info/ski-resort/mt-sunapee/,99.0,Newbury,New Hampshire,30.0,8.0,16.0,6.0,,,
252,99,Brundage Mountain,https://www.skiresort.info/ski-resort/brundage-mountain/,70.0,McCall,Idaho,30.0,6.0,15.0,9.0,"{-116.14683704694907,45.00108438941474}",Idaho,http://www.brundage.com/
253,100,Bear Mountain – Big Bear Lake,https://www.skiresort.info/ski-resort/bear-mountain-big-bear-lake/,Empty,Big Bear Lake,California,27.2,8.0,11.2,8.0,,,
254,101,Terry Peak,https://www.skiresort.info/ski-resort/terry-peak/,58.0,Lead,South Dakota,16.0,4.7,7.2,4.1,"{-103.83642406494697,44.33181268430427}",South Dakota,Unknown
255,105,Saddleback,https://www.skiresort.info/ski-resort/saddleback/,79.0,Rangeley,Maine,22.0,4.0,8.0,10.0,"{-70.52156426703735,44.94143060879673}",Maine,Unknown
256,107,Beaver Mountain,https://www.skiresort.info/ski-resort/beaver-mountain/,50.0,Logan,Utah,30.0,10.0,12.0,8.0,"{-111.55054147536933,41.97054024359606}",Utah,
257,109,Santa Fé,https://www.skiresort.info/ski-resort/santa-fe/,80.0,Santa Fe,New Mexico,34.0,9.0,15.0,10.0,,,
258,111,Camelback,https://www.skiresort.info/ski-resort/camelback/,70.0,Stroudsburg,Pennsylvania,34.0,20.0,11.0,3.0,"{-75.306111111111,41.04}",Pennsylvania,
259,113,Willamette Pass – Crescent,https://www.skiresort.info/ski-resort/willamette-pass-crescent/,60.0,Crescent,Oregon,29.0,6.0,13.0,10.0,,,
260,114,Snow Summit – Big Bear Lake,https://www.skiresort.info/ski-resort/snow-summit-big-bear-lake/,Empty,Big Bear Lake,California,29.0,10.0,12.0,7.0,,,
261,117,Mountain Creek – Vernon,https://www.skiresort.info/ski-resort/mountain-creek-vernon/,79.99,Vernon Township,New Jersey,24.0,4.0,14.0,6.0,,,
262,119,Haystack Mountain – The Hermitage Club,https://www.skiresort.info/ski-resort/haystack-mountain-the-hermitage-club/,Empty,Wilmington,Vermont,19.3,5.6,9.5,4.2,,,
263,120,Monarch,https://www.skiresort.info/ski-resort/monarch/,89.0,Salida,Colorado,31.0,5.0,14.0,12.0,"{-106.33772332448976,38.510172882653066}",Colorado,http://www.skimonarch.com/
264,121,The Summit at Snoqualmie,https://www.skiresort.info/ski-resort/the-summit-at-snoqualmie/,95.0,North Bend,Washington State,27.9,5.2,13.7,9.0,"{-121.4153796528058,47.403174071297116}",Washington,http://www.summit-at-snoqualmie.com
265,122,Mt. Spokane,https://www.skiresort.info/ski-resort/mt-spokane/,62.0,Mead,Washington State,26.0,7.0,5.0,14.0,"{-117.10587111142866,47.925863954285724}",Washington,Unknown
266,123,Sandia Peak,https://www.skiresort.info/ski-resort/sandia-peak/,55.0,Sandia Park,New Mexico,31.0,8.0,20.0,3.0,"{-106.42290563861789,35.201394950813004}",Unknown,https://sandiapeak.com/
267,124,Bristol Mountain,https://www.skiresort.info/ski-resort/bristol-mountain/,79.0,Rochester,Finger Lakes,20.0,6.0,10.0,4.0,"{-77.41658982987425,42.74418943039829}",New York,http://www.bristolmountain.com/
268,128,Granby Ranch,https://www.skiresort.info/ski-resort/granby-ranch/,84.0,Empty,Colorado,20.0,6.0,10.0,4.0,"{-105.9015976170418,40.0407016815112}",Colorado,http://www.granbyranch.com/
269,129,Granite Peak at Rib Mountain State Park,https://www.skiresort.info/ski-resort/granite-peak-at-rib-mountain-state-park/,82.0,Wausau,Wisconsin,20.0,10.0,5.0,5.0,,,
270,337,Ward Hill – Shrewsbury,https://www.skiresort.info/ski-resort/ward-hill-shrewsbury/,55.0,Shrewsbury,Massachusetts,2.1,0.6,1.0,0.5,,,
271,133,Sugar Mountain,https://www.skiresort.info/ski-resort/sugar-mountain/,75.0,Sugar Mountain,North Carolina,14.0,4.0,7.0,3.0,"{-81.8679570158576,36.127328137216836}",North Carolina,http://skisugar.com/trailmap/
272,135,Maverick Mountain,https://www.skiresort.info/ski-resort/maverick-mountain/,39.0,Polaris,Montana,20.0,6.0,8.0,6.0,"{-113.13605127358498,45.43551559056605}",Montana,
273,137,Mountain High East,https://www.skiresort.info/ski-resort/mountain-high-east/,84.0,Wrightwood,California,11.0,2.0,5.0,4.0,,,
274,138,Boreal,https://www.skiresort.info/ski-resort/boreal/,Empty,Truckee,Lake Tahoe,20.0,6.0,11.0,3.0,"{-120.34815266830003,39.332836095471}",California,http://www.borealski.com
275,139,Mt. Baldy,https://www.skiresort.info/ski-resort/mt-baldy/,76.0,Mt Baldy,California,20.0,3.0,6.0,11.0,"{-117.61057395391066,34.27215829273743}",California,http://www.mtbaldy.com/
276,143,Sunlight Mountain,https://www.skiresort.info/ski-resort/sunlight-mountain/,65.0,Glenwood Springs,Colorado,20.0,4.0,11.0,5.0,"{-107.33890435249536,39.39283832107202}",Colorado,http://www.sunlightmtn.com
277,144,Pebble Creek,https://www.skiresort.info/ski-resort/pebble-creek/,47.0,Inkom,Idaho,19.0,6.0,9.0,4.0,"{-112.15117431326917,42.77364697749999}",Idaho,http://www.pebblecreekskiarea.com/
278,145,Cooper,https://www.skiresort.info/ski-resort/cooper/,56.0,Leadville,Colorado,26.0,8.0,10.0,8.0,"{-121.60668073181817,45.41047486363635}",Oregon,http://cooperspur.com/
279,146,Butternut,https://www.skiresort.info/ski-resort/butternut/,65.0,Great Barrington,Massachusetts,22.0,4.4,13.2,4.4,"{-73.31941806383767,42.1785311306273}",Massachusetts,http://www.skibutternut.com/
280,152,Deer Mountain  (temporarily closed),https://www.skiresort.info/ski-resort/deer-mountain/,Empty,Lead,South Dakota,22.0,10.0,7.0,5.0,,,
281,153,Red River,https://www.skiresort.info/ski-resort/red-river/,79.0,Red River,New Mexico,20.0,7.0,6.0,7.0,"{-105.40948951141195,36.69899202707934}",New Mexico,Unknown
282,155,Nordic Valley,https://www.skiresort.info/ski-resort/nordic-valley/,50.0,Eden,Utah,9.5,2.5,4.0,3.0,,,
283,157,Greek Peak,https://www.skiresort.info/ski-resort/greek-peak/,84.0,Virgil,Finger Lakes,19.0,9.0,4.0,6.0,"{-76.14354223593934,42.50049591948655}",Unknown,http://www.greekpeak.net/
284,158,Wintergreen Resort,https://www.skiresort.info/ski-resort/wintergreen-resort/,89.0,Wintergreen,Virginia,10.0,2.0,4.0,4.0,,,
285,159,Mountain High West,https://www.skiresort.info/ski-resort/mountain-high-west/,84.0,Wrightwood,California,15.0,3.0,5.0,7.0,,,
286,161,Bigrock Mountain,https://www.skiresort.info/ski-resort/bigrock-mountain/,40.0,Houlton,Maine,20.0,2.0,14.0,4.0,,,
287,164,Pine Creek,https://www.skiresort.info/ski-resort/pine-creek/,45.0,Cokeville,Wyoming,16.0,4.0,7.0,5.0,,,
288,165,Wisp – McHenry (Deep Creek Lake),https://www.skiresort.info/ski-resort/wisp-mchenry-deep-creek-lake/,89.0,McHenry,Maryland,16.0,5.6,6.1,4.3,,,
289,167,Skiland – Mt. Aurora,https://www.skiresort.info/ski-resort/skiland-mt-aurora/,40.0,Fairbanks,Alaska,17.0,4.0,9.0,4.0,,,
290,169,Alpental,https://www.skiresort.info/ski-resort/alpental/,95.0,North Bend,Washington State,9.6,0.5,2.3,6.8,"{-121.4153796528058,47.403174071297116}",Washington,http://www.summit-at-snoqualmie.com
291,170,Eaglecrest – Juneau,https://www.skiresort.info/ski-resort/eaglecrest-juneau/,59.0,Juneau,Alaska,17.0,3.4,6.8,6.8,,,
292,172,Plattekill,https://www.skiresort.info/ski-resort/plattekill/,67.0,Roxbury,The Catskills,16.5,4.5,6.0,6.0,"{-74.6564217654546,42.28893767624997}",New York,Unknown
293,175,Nub's Nob Ski Area,https://www.skiresort.info/ski-resort/nubs-nob-ski-area/,85.0,Harbor Springs,Michigan,18.9,6.2,9.0,3.7,,,
294,177,Giants Ridge,https://www.skiresort.info/ski-resort/giants-ridge/,58.0,Biwabik,Minnesota,12.0,4.0,5.0,3.0,"{-92.3088032138889,47.57527295833333}",Minnesota,http://www.giantsridge.com/
295,181,Catamount,https://www.skiresort.info/ski-resort/catamount/,69.0,Great Barrington,Hudson Valley,15.0,8.0,4.0,3.0,"{-73.4777811734655,42.16576338687451}",Massachusetts,http://www.catamountski.com/
296,182,Beech Mountain,https://www.skiresort.info/ski-resort/beech-mountain/,70.0,Banner Elk,North Carolina,14.0,3.0,7.0,4.0,"{-81.87944122252748,36.18885572912089}",North Carolina,https://www.beechmountainresort.com/
297,183,Sleeping Giant,https://www.skiresort.info/ski-resort/sleeping-giant/,46.0,Cody,Wyoming,17.0,3.0,8.0,6.0,"{-109.94332196438353,44.4901041844749}",Wyoming,http://www.skisg.com/
298,184,Dollar Mountain – Sun Valley,https://www.skiresort.info/ski-resort/dollar-mountain-sun-valley/,139.0,Empty,Idaho,9.0,7.0,2.0,0.0,,,
299,185,Whitetail,https://www.skiresort.info/ski-resort/whitetail/,79.0,Mercersburg,Pennsylvania,10.2,1.5,5.6,3.1,"{-77.9375329980583,39.74344575404529}",Pennsylvania,http://www.skiwhitetail.com/
300,186,Mt. Ashland,https://www.skiresort.info/ski-resort/mt-ashland/,52.0,Ashland,Oregon,13.0,1.0,7.0,5.0,"{-122.71666666667004,42.083333333333}",Oregon,Unknown
301,187,Shanty Creek Resorts – Schuss Mountain,https://www.skiresort.info/ski-resort/shanty-creek-resorts-schuss-mountain/,73.0,Bellaire,Michigan,12.0,5.0,4.0,3.0,,,
302,188,Kelly Canyon,https://www.skiresort.info/ski-resort/kelly-canyon/,42.0,Ririe,Idaho,12.0,4.0,5.0,3.0,"{-111.62505756484816,43.64144721415502}",Idaho,http://www.skikelly.com/
303,194,White Pine – Pinedale,https://www.skiresort.info/ski-resort/white-pine-pinedale/,49.0,Pinedale,Wyoming,11.6,3.7,2.6,5.3,,,
304,195,Caberfae Peaks,https://www.skiresort.info/ski-resort/caberfae-peaks/,59.0,Cadillac,Michigan,11.0,4.0,5.0,2.0,"{-85.71855500500003,44.24135108}",Michigan,
305,198,Snow King Mountain – Jackson,https://www.skiresort.info/ski-resort/snow-king-mountain-jackson/,59.0,Jackson,Wyoming,9.0,3.0,2.5,3.5,,,
306,199,Bear Creek Mountain Resort,https://www.skiresort.info/ski-resort/bear-creek-mountain-resort/,60.0,Allentown,Pennsylvania,10.0,3.0,4.0,3.0,"{-75.63017408235291,40.47496905588234}",Unknown,Unknown
307,201,Mt. Bohemia,https://www.skiresort.info/ski-resort/mt-bohemia/,68.0,Mohawk,Michigan,13.0,0.0,3.0,10.0,,,
308,202,Swain,https://www.skiresort.info/ski-resort/swain/,59.0,Swain,Chautauqua-Allegheny,10.9,3.0,4.2,3.7,"{-77.85512997053195,42.47366568578681}",New York,http://www.swain.com/
309,204,Teton Pass,https://www.skiresort.info/ski-resort/teton-pass/,50.0,Choteau,Montana,15.0,6.0,5.0,4.0,"{-112.80827191495028,47.92989583364664}",Montana,http://tetonpassresort.com/
310,205,Meadowlark Ski Lodge,https://www.skiresort.info/ski-resort/meadowlark-ski-lodge/,48.0,Ten Sleep,Wyoming,10.0,3.0,4.0,3.0,"{-107.2182806863014,44.16107941164382}",Wyoming,http://www.lodgesofthebighorns.com/meadowlark-ski-lodge-wyoming.php
311,206,Cooper Spur,https://www.skiresort.info/ski-resort/cooper-spur/,39.0,Hood River,Oregon,10.0,4.0,4.0,2.0,"{-121.60668073181817,45.41047486363635}",Oregon,http://cooperspur.com/
312,207,Oak Mountain,https://www.skiresort.info/ski-resort/oak-mountain/,40.0,Speculator,The Adirondacks,12.0,6.0,4.0,2.0,"{-74.3614293537445,43.51919821894274}",New York,http://oakmountainski.com/oak/
313,208,Montage Mountain Resort,https://www.skiresort.info/ski-resort/montage-mountain-resort/,67.0,Scranton,Pennsylvania,9.5,2.0,4.0,3.5,,,
314,209,Whaleback,https://www.skiresort.info/ski-resort/whaleback/,45.0,Enfield,New Hampshire,11.5,5.2,2.8,3.5,"{-72.1824928619863,43.59772016917813}",New Hampshire,http://www.whaleback.com/
315,212,West Mountain,https://www.skiresort.info/ski-resort/west-mountain/,79.0,Glens Falls,The Adirondacks,9.7,5.9,2.1,1.7,"{-73.73496107072074,43.287407349099105}",New York,Unknown
316,213,Spout Springs  (temporarily closed),https://www.skiresort.info/ski-resort/spout-springs/,35.0,Weston,Oregon,9.5,3.0,5.0,1.5,,,
317,214,Pine Mountain,https://www.skiresort.info/ski-resort/pine-mountain/,45.0,Iron Mountain,Michigan,9.5,2.5,5.5,1.5,"{-88.08703138825119,45.83649435507556}",Michigan,Unknown
318,219,Otsego – Gaylord,https://www.skiresort.info/ski-resort/otsego-gaylord/,65.0,Gaylord,Michigan,7.0,3.0,2.0,2.0,,,
319,223,Big Bear at Masthope Mountain,https://www.skiresort.info/ski-resort/big-bear-at-masthope-mountain/,64.0,Scranton,Pennsylvania,7.0,3.0,2.0,2.0,,,
320,224,Bousquet,https://www.skiresort.info/ski-resort/bousquet/,47.0,Pittsfield,Massachusetts,8.0,3.0,2.0,3.0,"{-73.28002634019606,42.41510051568628}",Unknown,Unknown
321,225,Alpine Mountain Ski & Snow Tubing Center  (temporarily closed),https://www.skiresort.info/ski-resort/alpine-mountain-ski-snow-tubing-center/,55.0,Henryville,Pennsylvania,8.0,2.0,4.0,2.0,,,
322,227,Badger Pass,https://www.skiresort.info/ski-resort/badger-pass/,62.0,Mariposa,California,10.0,3.5,5.0,1.5,"{-119.6623595935484,37.65917849274195}",California,http://www.travelyosemite.com/winter/yosemite-ski-snowboard-area/
323,228,Afton Alps,https://www.skiresort.info/ski-resort/afton-alps/,58.0,Hastings,Minnesota,8.0,3.0,3.0,2.0,"{-92.78564939420292,44.85349354336668}",Unknown,http://www.aftonalps.com/
324,229,Massanutten,https://www.skiresort.info/ski-resort/massanutten/,77.0,Massanutten,Virginia,8.0,2.0,3.5,2.5,"{-78.75920711359647,38.39843281052632}",Virginia,Unknown
325,231,Spring Mountain,https://www.skiresort.info/ski-resort/spring-mountain/,48.0,Schwenksville,Pennsylvania,8.5,4.0,2.5,2.0,"{-75.45373511538463,40.270599159615394}",Pennsylvania,https://springmountainadventures.com/
326,232,Roundtop,https://www.skiresort.info/ski-resort/roundtop/,73.0,Lewisberry,Pennsylvania,7.5,1.5,3.0,3.0,"{-76.92646233657595,40.106576580544726}",Pennsylvania,https://www.skiroundtop.com/
327,233,Mt. La Crosse,https://www.skiresort.info/ski-resort/mt-la-crosse/,56.0,La Crosse,Wisconsin,7.0,1.5,3.0,2.5,,,
328,234,Sitzmark,https://www.skiresort.info/ski-resort/sitzmark/,45.0,Oroville,Washington State,7.5,2.0,3.0,2.5,"{-119.16062703471076,48.86340478016529}",Washington,http://gositzmark.org/
329,236,Laurel Mountain,https://www.skiresort.info/ski-resort/laurel-mountain/,64.0,Jennerstown,Pennsylvania,8.0,4.0,3.0,1.0,"{-79.16781158749998,40.165443437500016}",Pennsylvania,http://www.skilaurelmountain.com/
330,238,Black Mountain – Rumford,https://www.skiresort.info/ski-resort/black-mountain-rumford/,45.0,Rumford,Maine,8.0,2.0,3.5,2.5,,,
331,239,Alpine Valley Resort – Elkhorn,https://www.skiresort.info/ski-resort/alpine-valley-resort-elkhorn/,66.0,Elkhorn,Wisconsin,4.0,1.5,1.5,1.0,,,
332,242,Cataloochee,https://www.skiresort.info/ski-resort/cataloochee/,70.0,Waynesville,North Carolina,6.0,1.5,3.0,1.5,"{-83.08959602528085,35.55867545449438}",North Carolina,http://cataloochee.com/index-home.php
333,243,Las Vegas Ski and Snowboard Resort – Lee Canyon,https://www.skiresort.info/ski-resort/las-vegas-ski-and-snowboard-resort-lee-canyon/,72.0,Las Vegas,Nevada,7.3,0.3,5.0,2.0,,,
334,246,Powder Ridge Mountain Park & Resort,https://www.skiresort.info/ski-resort/powder-ridge-mountain-park-resort/,49.0,Middlefield,Connecticut,5.5,2.5,2.0,1.0,,,
335,418,Buena Vista,https://www.skiresort.info/ski-resort/buena-vista/,44.0,Bemidji,Minnesota,1.7,0.4,0.8,0.5,"{-94.87744745999998,47.65827804}",Unknown,https://www.bvskiarea.com/
336,248,Mt. Southington,https://www.skiresort.info/ski-resort/mt-southington/,60.0,Southington,Connecticut,5.8,2.0,3.0,0.8,,,
337,251,Wolf Ridge,https://www.skiresort.info/ski-resort/wolf-ridge/,65.0,Mars Hill,North Carolina,6.0,3.0,2.0,1.0,"{-82.50872930769235,35.949537629999995}",North Carolina,https://skiwolfridgenc.com/
338,252,Alpine Valley – White Lake,https://www.skiresort.info/ski-resort/alpine-valley-white-lake/,58.0,White Lake,Michigan,5.8,2.4,1.6,1.8,,,
339,253,Hunt Hollow Ski Club,https://www.skiresort.info/ski-resort/hunt-hollow-ski-club/,58.0,Naples,Finger Lakes,5.0,2.0,2.0,1.0,,,
340,256,Crystal Mountain (MI),https://www.skiresort.info/ski-resort/crystal-mountain-mi/,79.0,Thompsonville,Michigan,4.9,1.2,2.3,1.4,,,
341,257,Nashoba Valley,https://www.skiresort.info/ski-resort/nashoba-valley/,58.0,Westford,Massachusetts,5.8,1.0,3.0,1.8,"{-71.44757206355683,42.541793983090365}",Massachusetts,http://www.skinashoba.com/
342,260,King Pine – Purity Spring Resort,https://www.skiresort.info/ski-resort/king-pine-purity-spring-resort/,58.0,East Madison,New Hampshire,5.3,2.8,1.5,1.0,,,
343,261,Pine Knob,https://www.skiresort.info/ski-resort/pine-knob/,57.0,Clarkston,Michigan,5.0,1.0,2.5,1.5,"{-83.367476401,42.743857155000015}",Michigan,https://www.skipineknob.com/
344,265,Mount Pleasant,https://www.skiresort.info/ski-resort/mount-pleasant/,38.0,Cambridge Springs,Pennsylvania,5.0,2.0,2.0,1.0,,,
345,266,Quechee Lakes Ski Area,https://www.skiresort.info/ski-resort/quechee-lakes-ski-area/,49.0,White River Junction,Vermont,5.0,2.0,2.5,0.5,,,
346,267,Mountain High North,https://www.skiresort.info/ski-resort/mountain-high-north/,84.0,Wrightwood,California,5.0,2.0,3.0,0.0,,,
347,268,Hidden Valley (MO),https://www.skiresort.info/ski-resort/hidden-valley-mo/,49.0,Eureka,Missouri,4.0,1.0,2.0,1.0,,,
348,270,Mount Peter,https://www.skiresort.info/ski-resort/mount-peter/,62.0,Warwick,Hudson Valley,3.8,1.0,2.0,0.8,,,
349,271,Nordic Mountain,https://www.skiresort.info/ski-resort/nordic-mountain/,47.0,Wild Rose,Wisconsin,6.5,2.0,3.0,1.5,,,
350,272,Seven Oaks,https://www.skiresort.info/ski-resort/seven-oaks/,40.0,Boone,Iowa,4.0,1.5,2.0,0.5,"{-93.95495793750001,42.030081962500006}",Iowa,
351,395,Mont du Lac,https://www.skiresort.info/ski-resort/mont-du-lac/,39.99,Superior,Wisconsin,3.9,0.5,1.4,2.0,"{-92.28433,46.652021}",Wisconsin,
352,273,Ober Gatlinburg,https://www.skiresort.info/ski-resort/ober-gatlinburg/,65.0,Gatlinburg,Tennessee,6.2,0.7,4.2,1.3,"{-83.54372348999328,35.706207140381814}",Tennessee,https://obergatlinburg.com/
353,277,Shanty Creek Resorts – Summit Mountain,https://www.skiresort.info/ski-resort/shanty-creek-resorts-summit-mountain/,73.0,Bellaire,Michigan,4.0,0.8,2.5,0.7,,,
354,278,Hilltop – Anchorage,https://www.skiresort.info/ski-resort/hilltop-anchorage/,34.0,Anchorage,Alaska,5.0,4.0,1.0,0.0,,,
355,279,Snowstar,https://www.skiresort.info/ski-resort/snowstar/,35.0,Andalusia,Illinois,4.0,0.5,1.5,2.0,"{-90.74742188333335,41.424462325000015}",Unknown,http://www.skisnowstar.com
356,280,Mystic Mountain – Farmington,https://www.skiresort.info/ski-resort/mystic-mountain-farmington/,43.0,Farmington,Pennsylvania,3.9,2.3,1.0,0.6,,,
357,281,Mt. Ashwabay – Salmo,https://www.skiresort.info/ski-resort/mt-ashwabay-salmo/,24.0,Salmo,Wisconsin,4.0,1.5,1.2,1.3,,,
358,284,Antelope Butte,https://www.skiresort.info/ski-resort/antelope-butte/,20.0,Sheridan,Wyoming,20.0,4.0,10.0,6.0,,,
359,285,Wild Mountain,https://www.skiresort.info/ski-resort/wild-mountain/,56.0,Taylors Falls,Minnesota,4.8,1.1,1.6,2.1,"{-92.70866712442398,45.488448110138236}",Minnesota,http://www.wildmountain.com/
360,287,Treetops,https://www.skiresort.info/ski-resort/treetops/,Empty,Gaylord,Michigan,4.4,0.3,1.9,2.2,"{-84.58941373440867,45.03790704016759}",Michigan,Unknown
361,289,Summit Ski Area at Mt. Hood,https://www.skiresort.info/ski-resort/summit-ski-area-at-mt-hood/,36.0,Governemt Camp,Oregon,4.0,2.0,2.0,0.0,,,
362,290,Skeetawk – Hatcher Pass,https://www.skiresort.info/ski-resort/skeetawk-hatcher-pass/,39.0,Empty,Alaska,2.5,1.0,0.8,0.7,,,
363,291,Great Bear Ski Valley,https://www.skiresort.info/ski-resort/great-bear-ski-valley/,29.0,Sioux Falls,South Dakota,3.8,2.6,1.2,0.0,,,
364,293,McIntyre,https://www.skiresort.info/ski-resort/mcintyre/,38.0,Manchester,New Hampshire,3.0,2.5,0.5,0.0,"{-71.43984541714288,43.005098487619044}",New Hampshire,http://mcintyreskiarea.com/
365,294,Stagecoach Mountain  (temporarily closed),https://www.skiresort.info/ski-resort/stagecoach-mountain/,Empty,Empty,Colorado,Empty,Empty,Empty,Empty,,,
366,295,Elko Snobowl,https://www.skiresort.info/ski-resort/elko-snobowl/,20.0,Elko,Nevada,3.0,1.5,1.5,0.0,,,
367,297,Chester Bowl,https://www.skiresort.info/ski-resort/chester-bowl/,15.0,Duluth,Minnesota,1.3,0.3,0.5,0.5,"{-92.095513343811,46.812249745552}",Minnesota,http://www.chesterbowl.org/
368,298,Blacktail Mountain,https://www.skiresort.info/ski-resort/blacktail-mountain/,42.0,Kalispell,Montana,17.0,3.0,11.0,3.0,"{-114.37238978358366,48.022058191819546}",Montana,Unknown
369,302,Frost Fire Mountain,https://www.skiresort.info/ski-resort/frost-fire-mountain/,37.0,Walhalla,North Dakota,1.5,0.7,0.6,0.2,,,
370,303,Sawmill Mountain Resort,https://www.skiresort.info/ski-resort/sawmill-mountain-resort/,44.0,Morris,Pennsylvania,4.4,0.9,2.5,1.0,,,
371,304,Kendall Mountain – Silverton,https://www.skiresort.info/ski-resort/kendall-mountain-silverton/,25.0,Silverton,Colorado,1.7,1.0,0.5,0.2,,,
372,306,Mt. Holiday,https://www.skiresort.info/ski-resort/mt-holiday/,34.0,Traverse City,Michigan,4.5,1.0,2.0,1.5,,,
373,307,Howelsen Hill – Steamboat Springs,https://www.skiresort.info/ski-resort/howelsen-hill-steamboat-springs/,25.0,Steamboat Springs,Colorado,4.0,1.7,1.5,0.8,,,
374,308,Sunburst,https://www.skiresort.info/ski-resort/sunburst/,44.0,Kewaskum,Wisconsin,3.0,0.5,1.5,1.0,"{-88.22476265660377,43.49427859433962}",Wisconsin,Unknown
375,309,Mt. Jefferson,https://www.skiresort.info/ski-resort/mt-jefferson/,25.0,Lee,Maine,9.5,3.0,4.0,2.5,"{-68.2830797178082,45.354296916438344}",Unknown,http://www.skimtjefferson.com/
376,310,Trollhaugen,https://www.skiresort.info/ski-resort/trollhaugen/,54.0,Dresser,Wisconsin,4.9,2.5,1.5,0.9,"{-92.62017964946234,45.349065351612886}",Wisconsin,Unknown
377,311,Alpine Valley Ohio,https://www.skiresort.info/ski-resort/alpine-valley-ohio/,45.0,Chesterland,Ohio,2.6,1.2,1.2,0.2,,,
378,312,Echo Mountain Park – Idaho Springs,https://www.skiresort.info/ski-resort/echo-mountain-park-idaho-springs/,65.0,Idaho Springs,Colorado,3.0,2.0,1.0,0.0,,,
379,313,Hyland Hills,https://www.skiresort.info/ski-resort/hyland-hills/,35.34,Bloomington,Minnesota,1.2,0.6,0.4,0.2,,,
380,315,Willard Mountain – Greenwich,https://www.skiresort.info/ski-resort/willard-mountain-greenwich/,47.0,Greenwich,Capital-Saratoga Region,2.8,0.6,1.4,0.8,,,
381,316,Christmas Mountain,https://www.skiresort.info/ski-resort/christmas-mountain/,45.0,Wisconsin Dells,Wisconsin,2.0,1.3,0.5,0.2,"{-89.86161508750001,43.60764976250001}",Wisconsin,Unknown
382,318,Mt. Abram,https://www.skiresort.info/ski-resort/mt-abram/,49.0,Empty,Maine,14.5,3.5,7.0,4.0,"{-70.71249863539029,44.37514109800363}",Maine,http://www.mtabram.com/
383,445,Hillberg Ski Area,https://www.skiresort.info/ski-resort/hillberg-ski-area/,20.0,Anchorage,Alaska,1.2,0.9,0.3,0.0,,,
